H1N1,temp,prec,humi,popd,gdpd,rdds,sensepop,urbanpop,medicost,Georegion
0.03,1.439,885.3,32.425,2.02,0.005,0,28.4272,23.71,156.466,"W"
0.03,3.13,733.51,20.5035,3.01,0.0126,0.67,28.4272,23.71,156.466,"W"
0.03,4.104,642.034,10.6008,3.25,0.0024,5.21,28.4272,23.71,156.466,"W"
0.03,3.615,647.52,3.1373,4.5,0.0277,1.09,28.4272,23.71,156.466,"W"
0.03,5.197,630.14,0.2021,6.45,0.0249,2.18,28.4272,23.71,156.466,"W"
0.03,4.698,703.527,0.3711,4.32,0.0153,7.49,28.4272,23.71,156.466,"W"
0.31,6.175,713.238,4.5271,4.97,0.0233,5.37,29.3092,44.9,72.8208,"W"
0.31,3.255,820.61,22.7951,1.76,0.019,0.6,29.3092,44.9,72.8208,"W"
0.31,4.258,800.491,31.4784,4.91,0.0413,3.03,29.3092,44.9,72.8208,"W"
0.31,4.274,832.446,27.2527,4.98,0.0343,3.36,29.3092,44.9,72.8208,"W"
0.31,4.876,890.404,17.9107,6.03,0.0437,5.43,29.3092,44.9,72.8208,"W"
0.31,4.972,1040.589,4.2757,13.36,0.1317,5.88,29.3092,44.9,72.8208,"W"
0.31,4.157,1288.318,8.5281,10.71,0.0871,4.85,29.3092,44.9,72.8208,"W"
0.31,4.415,1470.881,24.377,6.89,0.0505,8.53,29.3092,44.9,72.8208,"W"
0.31,12.116,1347.719,33.7131,67.42,0.5626,14.44,29.3092,44.9,72.8208,"W"
0.31,17.816,1228.173,28.5163,1826.24,18.735,198.16,29.3092,44.9,72.8208,"W"
0.31,17.825,1240.396,13.9651,2426.55,10.9954,191.28,29.3092,44.9,72.8208,"W"
0.31,18.014,1216.841,15.6413,527.27,4.0402,32.94,29.3092,44.9,72.8208,"W"
0.31,18.398,1164.399,12.3802,543.01,3.5364,46.72,29.3092,44.9,72.8208,"W"
0.31,18.606,1120.281,12.689,643.31,5.017,47.96,29.3092,44.9,72.8208,"W"
0.31,18.966,1119.137,22.6874,542.66,3.5894,42.29,29.3092,44.9,72.8208,"W"
0.31,18.962,1189.609,30.3324,507.67,3.9437,26.84,29.3092,44.9,72.8208,"W"
0.31,18.658,1256.867,36.146,448.5,4.3474,33.82,29.3092,44.9,72.8208,"W"
0.31,18.072,1254.369,43.5896,345.53,2.6052,22.06,29.3092,44.9,72.8208,"W"
1.24,18.427,1164.538,30.4147,495.53,3.0908,54.58,28.8471,58.34,80.7972,"W"
1.24,17.591,1108.244,22.9677,251.5,1.5376,36.18,28.8471,58.34,80.7972,"W"
1.24,16.709,1086.696,44.334,241.45,1.7166,32.34,28.8471,58.34,80.7972,"W"
1.24,15.22,1138.308,92.0097,156.11,1.1032,26.48,28.8471,58.34,80.7972,"W"
0.38,16.237,1138.354,39.0411,144.2,0.7318,22.02,24.8517,54.51,67.2963,"S"
0.38,15.485,1171.986,19.9078,144.97,0.4294,26.74,24.8517,54.51,67.2963,"S"
0.38,16.976,1122.182,23.8125,155.04,0.5427,26.73,24.8517,54.51,67.2963,"S"
0.38,17.845,1088.659,14.1546,287.84,1.4788,45.23,24.8517,54.51,67.2963,"S"
0.38,17.983,1066.85,16.1888,308.82,1.0645,31.79,24.8517,54.51,67.2963,"S"
0.38,17.585,1051.007,26.1431,229.39,1.2067,37.45,24.8517,54.51,67.2963,"S"
0.38,18.024,1072.662,29.386,742.36,4.1359,61.67,24.8517,54.51,67.2963,"S"
0.38,17.982,1120.106,39.1528,484.81,1.7594,66.79,24.8517,54.51,67.2963,"S"
0.38,18.044,1122.708,48.5469,449.58,2.1758,58.17,24.8517,54.51,67.2963,"S"
0.38,17.1,1155.273,53.1531,292.79,0.9611,30.85,24.8517,54.51,67.2963,"S"
0.38,15.917,1241.73,65.461,157.9,0.5138,31.31,24.8517,54.51,67.2963,"S"
0.26,14.556,1351.654,87.368,138.29,0.4649,31.7,28.9903,47.86,72.7017,"S"
0.26,17.328,1306.416,70.3571,367,1.3359,46.29,28.9903,47.86,72.7017,"S"
0.26,17.897,1271.251,64.0905,506.62,1.5788,45.94,28.9903,47.86,72.7017,"S"
0.26,17.883,1255.581,70.8051,483.34,1.5117,64.32,28.9903,47.86,72.7017,"S"
0.26,17.712,1248.888,72.7729,272.66,0.9618,38.16,28.9903,47.86,72.7017,"S"
0.26,17.416,1249.559,71.1513,325.4,1.3368,41.71,28.9903,47.86,72.7017,"S"
0.26,17.399,1251.378,82.4712,226.44,2.0077,57.77,28.9903,47.86,72.7017,"S"
0.93,17.645,1276.789,64.2765,579.07,5.0225,133.32,21.1367,64,77.2942,"S"
0.93,17.941,1307.686,48.1535,1040.75,11.3094,217.8,21.1367,64,77.2942,"S"
0.93,17.879,1314.096,47.5542,1443.39,10.7748,233.55,21.1367,64,77.2942,"S"
0.03,-1.183,927.487,9.9676,0.44,0.0014,0,28.4272,23.71,156.466,"W"
0.03,0.024,835.433,20.5317,2.03,0.0061,3.13,28.4272,23.71,156.466,"W"
0.03,-0.238,753.4,21.0396,1.82,0.0055,3.69,28.4272,23.71,156.466,"W"
0.03,-0.117,643.541,5.7153,2.64,0.0084,0.03,28.4272,23.71,156.466,"W"
0.03,1.472,515.108,-10.8815,4.44,0.0114,1.47,28.4272,23.71,156.466,"W"
0.03,3.324,446.997,-18.7412,5.04,0.0404,6.74,28.4272,23.71,156.466,"W"
0.03,4.459,448.074,-22.0069,11.99,0.0359,6.77,28.4272,23.71,156.466,"W"
0.03,4.095,492.389,-13.911,11.06,0.0369,4.03,28.4272,23.71,156.466,"W"
0.03,2.977,551.763,-3.807,10,0.0175,2.35,28.4272,23.71,156.466,"W"
0.03,2.949,562.066,-6.5982,17.47,0.0463,3.57,28.4272,23.71,156.466,"W"
0.03,1.73,599.609,-16.2965,7.91,0.0201,2.64,28.4272,23.71,156.466,"W"
0.03,0.806,645.446,-19.23,4.38,0.0144,5.87,28.4272,23.71,156.466,"W"
0.03,2.117,637.385,-11.6304,6.97,0.0181,7.02,28.4272,23.71,156.466,"W"
0.03,3.618,630.468,-3.661,45.49,0.0934,7.58,28.4272,23.71,156.466,"W"
0.03,4.54,637.846,-3.6132,21.44,0.0751,8.16,28.4272,23.71,156.466,"W"
0.03,2.236,725.369,8.128,7.71,0.0184,2.6,28.4272,23.71,156.466,"W"
0.03,0.644,778.309,32.1275,2.85,0.0064,0.59,28.4272,23.71,156.466,"W"
0.03,1.455,761.93,60.3008,3,0.0044,1.2,28.4272,23.71,156.466,"W"
0.03,0.596,813.236,65.9684,2.39,0.0135,0,28.4272,23.71,156.466,"W"
0.03,1.634,825.906,48.628,2.24,0.0162,0,28.4272,23.71,156.466,"W"
0.03,2.563,836.503,35.0041,0.71,0.0012,0,28.4272,23.71,156.466,"W"
0.03,1.11,888.601,23.5815,0.88,0.0086,0.03,28.4272,23.71,156.466,"W"
0.03,0.23,877.644,7.7327,3.56,0.0212,0.59,28.4272,23.71,156.466,"W"
0.03,1.741,771.089,2.339,7.51,0.0164,3.26,28.4272,23.71,156.466,"W"
0.03,3.162,692.007,8.3349,4.03,0.0098,1.6,28.4272,23.71,156.466,"W"
0.03,2.552,706.064,2.6609,3.4,0.0124,4.03,28.4272,23.71,156.466,"W"
0.03,5.869,628.051,-1,9.06,0.0254,5.21,28.4272,23.71,156.466,"W"
0.03,4.433,706.813,3.2386,9.67,0.0292,1.56,28.4272,23.71,156.466,"W"
0.03,5.84,710.029,8.2539,6.36,0.023,7.1,28.4272,23.71,156.466,"W"
0.31,5.742,748.884,16.7003,3.72,0.0279,5.58,29.3092,44.9,72.8208,"W"
0.31,4.044,813.501,23.2296,7.94,0.0517,6.9,29.3092,44.9,72.8208,"W"
0.31,3.705,821.309,24.0889,8.24,0.0598,5.29,29.3092,44.9,72.8208,"W"
0.31,3.622,822.746,24.5252,5.72,0.0397,2.9,29.3092,44.9,72.8208,"W"
0.31,4.622,817.887,17.1604,12.27,0.0981,2.78,29.3092,44.9,72.8208,"W"
0.31,5.199,911.378,4.598,6.57,0.0352,3.32,29.3092,44.9,72.8208,"W"
0.31,6.28,1074.953,3.689,24.58,0.18,5.23,29.3092,44.9,72.8208,"W"
0.31,2.165,1403.474,11.8656,8.26,0.0346,3.99,29.3092,44.9,72.8208,"W"
0.31,4.913,1464.285,32.4673,11.95,0.1253,5.96,29.3092,44.9,72.8208,"W"
0.31,10.981,1369.403,33.6756,133.81,0.7692,18.14,29.3092,44.9,72.8208,"W"
0.31,17.194,1248.415,24.2805,675.58,5.1551,108.16,29.3092,44.9,72.8208,"W"
0.31,17.995,1262.918,18.0495,694.14,5.3082,88.6,29.3092,44.9,72.8208,"W"
0.31,17.941,1257.12,18.2946,222.34,1.6269,33.11,29.3092,44.9,72.8208,"W"
0.31,18.158,1203.892,24.0288,407.6,3.4328,38.22,29.3092,44.9,72.8208,"W"
0.31,18.66,1151.025,28.987,484.79,3.4374,33.01,29.3092,44.9,72.8208,"W"
0.31,18.331,1209.13,40.6674,363.71,2.9639,27.44,29.3092,44.9,72.8208,"W"
0.31,17.962,1260.812,41.0096,412.7,2.2797,29.49,29.3092,44.9,72.8208,"W"
0.31,17.088,1246.795,40.8969,271.76,1.8801,17.17,29.3092,44.9,72.8208,"W"
1.24,16.243,1181.877,40.7178,176.84,1.1525,15.29,28.8471,58.34,80.7972,"W"
1.24,13.855,1138.413,35.8952,88.48,0.4685,11.56,28.8471,58.34,80.7972,"W"
1.24,15.013,1006.194,29.2402,144.08,0.9269,20.43,28.8471,58.34,80.7972,"W"
0.38,12.588,1054.678,34.0519,47.02,0.1355,9.27,24.8517,54.51,67.2963,"S"
0.38,11.797,1094.071,20.6818,35.25,0.1551,11.12,24.8517,54.51,67.2963,"S"
0.38,13.365,1058.508,16.5605,58.8,0.2511,18.29,24.8517,54.51,67.2963,"S"
0.38,14.955,1015.857,17.9821,68.35,0.3087,17.96,24.8517,54.51,67.2963,"S"
0.38,17.356,945.786,10.3812,209.2,1.1642,35.27,24.8517,54.51,67.2963,"S"
0.38,17.428,929.422,10.0718,121.9,0.4828,19.2,24.8517,54.51,67.2963,"S"
0.38,16.864,921.308,16.2919,137.23,1.0262,27.93,24.8517,54.51,67.2963,"S"
0.38,17.503,932.034,21.0725,425.32,1.7589,37.4,24.8517,54.51,67.2963,"S"
0.38,17.301,989.845,38.7295,361.83,1.517,37.61,24.8517,54.51,67.2963,"S"
0.38,17.146,1022.37,51.6584,267.72,1.0349,33.08,24.8517,54.51,67.2963,"S"
0.26,16.227,1072.936,50.5294,110.57,0.393,18.89,29.6931,43.8,63.392,"S"
0.26,15.51,1157.078,56.9881,120.02,0.329,25.78,28.9903,47.86,72.7017,"S"
0.26,16.332,1171.418,61.881,173.45,0.7762,46.48,28.9903,47.86,72.7017,"S"
0.26,17.198,1120.274,49.4498,381.97,1.4268,41.55,28.9903,47.86,72.7017,"S"
0.26,17.714,1040.773,45.354,406.03,1.2316,45.58,28.9903,47.86,72.7017,"S"
0.26,17.685,1047.587,49.0916,491.08,1.6549,55.31,28.9903,47.86,72.7017,"S"
0.26,17.732,1073.606,47.8424,871.72,2.9853,110.12,28.9903,47.86,72.7017,"S"
0.26,17.703,1092.412,47.8233,395.39,2.4915,56.76,28.9903,47.86,72.7017,"S"
0.6,17.383,1119.185,51.1285,354.1,3.3608,61.32,25.5822,64.11,72.6216,"S"
0.6,17.508,1147.88,50.8668,457.02,3.9721,85.19,25.5822,64.11,72.6216,"S"
0.6,17.614,1175.971,37.0092,1588.72,15.8864,217.84,25.5822,64.11,72.6216,"S"
1.67,17.602,1181.283,37.9956,1687.29,26.0397,264.02,20.003,89.6,107.8266,"S"
1.67,17.608,1136.539,37.0897,6895.39,98.9175,437.45,20.003,89.6,107.8266,"S"
0.03,-1.717,880.115,-17.4141,0.41,0.0014,0.79,28.4272,23.71,156.466,"W"
0.03,-0.046,798.374,-20.5384,0.97,0.0036,2.14,28.4272,23.71,156.466,"W"
0.03,0.388,733.014,-19.2984,2.16,0.0062,5.04,28.4272,23.71,156.466,"W"
0.03,0.022,675.37,-11.6217,1,0.0038,7.63,28.4272,23.71,156.466,"W"
0.03,-0.321,614.392,-8.2349,1.12,0.0024,3.85,28.4272,23.71,156.466,"W"
0.03,0.125,551.777,-11.1436,2.02,0.0084,4.6,28.4272,23.71,156.466,"W"
0.03,0.179,539.562,-16.0065,1.86,0.0026,1.62,28.4272,23.71,156.466,"W"
0.03,1.564,515.795,-18.0338,4.59,0.0146,1.43,28.4272,23.71,156.466,"W"
0.03,0.998,556.563,-14.2149,1.84,0.003,0,28.4272,23.71,156.466,"W"
0.03,0.903,579.626,-10.3466,1.46,0.004,0,28.4272,23.71,156.466,"W"
0.03,1.183,581.057,-10.2402,3.94,0.0097,2.53,28.4272,23.71,156.466,"W"
0.03,-0.331,628.294,-12.2222,3.95,0.0087,0.76,28.4272,23.71,156.466,"W"
0.03,-0.831,649.883,-10.0657,1.45,0.001,0.02,28.4272,23.71,156.466,"W"
0.03,-1.147,673.848,-3.3705,3.94,0.0343,3.14,28.4272,23.71,156.466,"W"
0.03,0.771,636.696,6.6083,8.88,0.0314,5.3,28.4272,23.71,156.466,"W"
0.03,1.215,654.791,7.2727,5.53,0.0118,6.86,28.4272,23.71,156.466,"W"
0.03,-0.001,718.964,18.8932,3.44,0.004,3.81,28.4272,23.71,156.466,"W"
0.03,-0.058,735.427,41.0833,2.75,0.0068,3.29,28.4272,23.71,156.466,"W"
0.03,-0.733,767.529,74.3112,3.27,0.0126,3.7,28.4272,23.71,156.466,"W"
0.03,-0.465,785.52,81.8565,2.66,0.0012,3.24,28.4272,23.71,156.466,"W"
0.03,-0.868,841.227,59.6653,2.21,0.008,0,28.4272,23.71,156.466,"W"
0.03,-0.251,857.174,37.5517,6.14,0.01,2.31,28.4272,23.71,156.466,"W"
0.03,1.53,810.358,25.0899,5.27,0.0087,5.09,28.4272,23.71,156.466,"W"
0.03,2.722,746.205,12.6339,6.51,0.0187,4.31,28.4272,23.71,156.466,"W"
0.03,2.559,711.059,9.0302,7.29,0.0196,2.75,28.4272,23.71,156.466,"W"
0.03,1.991,716.486,7.3474,9.57,0.0278,7.03,28.4272,23.71,156.466,"W"
0.03,3.792,690.248,-2.9389,24.96,0.0849,6.43,28.4272,23.71,156.466,"W"
0.03,3.942,722.732,-2.033,10.37,0.0153,3.5,28.4272,23.71,156.466,"W"
0.03,3.506,768.903,10.2769,6.7,0.0198,6.28,28.4272,23.71,156.466,"W"
0.03,3.782,795.367,18.4617,8.14,0.0374,3.82,28.4272,23.71,156.466,"W"
0.31,4.655,789.257,23.6372,9.78,0.0651,3.14,29.3092,44.9,72.8208,"W"
0.31,3.287,835.651,30.5726,4.47,0.032,1.61,29.3092,44.9,72.8208,"W"
0.31,3.274,834.76,30.5276,14.07,0.1348,10.06,29.3092,44.9,72.8208,"W"
0.31,4.269,798.454,35.2114,12.66,0.0951,5.48,29.3092,44.9,72.8208,"W"
0.31,4.36,803.848,28.1064,6.42,0.0482,1.73,29.3092,44.9,72.8208,"W"
0.31,5.084,832.081,16.099,4.1,0.0361,3.3,29.3092,44.9,72.8208,"W"
0.31,6.684,888.039,18.8127,21.37,0.1431,5.1,29.3092,44.9,72.8208,"W"
0.31,3.702,1127.205,27.7655,3.15,0.0147,5.24,29.3092,44.9,72.8208,"W"
0.31,4.694,1243.833,38.8193,10.09,0.0953,3.29,29.3092,44.9,72.8208,"W"
0.31,7.215,1321.334,40.6393,38.6,0.2594,8.67,29.3092,44.9,72.8208,"W"
0.31,12.916,1311.869,42.3355,90.11,0.6464,15.2,29.3092,44.9,72.8208,"W"
0.31,16.656,1328.623,36.6864,331.1,2.2268,48.44,29.3092,44.9,72.8208,"W"
0.31,17.406,1358.545,25.6664,159.04,1.1562,31.16,29.3092,44.9,72.8208,"W"
0.31,17.563,1328.055,27.6076,183.17,1.4248,24.69,29.3092,44.9,72.8208,"W"
0.31,17.652,1276.311,36.9877,253.31,2.1135,22.3,29.3092,44.9,72.8208,"W"
0.31,17.555,1272.512,41.7638,416.15,2.8375,31.64,29.3092,44.9,72.8208,"W"
0.31,16.772,1279.745,48.3181,262.15,1.8492,23.88,29.3092,44.9,72.8208,"W"
0.31,15.48,1230.702,51.7967,117.67,0.831,10.32,29.3092,44.9,72.8208,"W"
1.24,13.541,1183.843,57.2169,65.15,0.4941,12.03,28.8471,58.34,80.7972,"W"
1.24,11.358,1123.724,50.4527,43.95,0.2324,8.9,28.8471,58.34,80.7972,"W"
0.63,11.8,1000.145,42.4546,36.16,0.1547,12.62,24.9107,51.31,82.7802,"W"
0.38,14.47,888.69,29.6842,39.63,0.1942,15.4,24.8517,54.51,67.2963,"S"
0.38,13.586,917.231,15.6915,96.5,0.5926,19.55,24.8517,54.51,67.2963,"S"
0.38,14.447,889.159,16.3322,81.01,0.3556,15.44,24.8517,54.51,67.2963,"S"
0.38,15.094,865.72,14.6431,120.64,0.7507,16.95,24.8517,54.51,67.2963,"S"
0.38,17.347,794.285,6.9902,782.38,3.4617,57.8,24.8517,54.51,67.2963,"S"
0.38,17.074,793.106,6.1383,237.39,1.3074,31.44,24.8517,54.51,67.2963,"S"
0.38,16.971,803.098,15.3191,265.78,1.0815,35.4,24.8517,54.51,67.2963,"S"
0.38,16.529,851.627,37.3119,123.9,0.4588,15.36,24.8517,54.51,67.2963,"S"
0.26,16.778,890.018,61.4011,264.21,1.2611,31.89,29.6931,43.8,63.392,"S"
0.26,17.156,903.945,47.4068,272.14,1.1676,41.55,29.6931,43.8,63.392,"S"
0.26,17.064,911.762,44.5672,263.72,1.1287,32.37,29.6931,43.8,63.392,"S"
0.26,16.75,975.531,38.7407,235.79,0.8477,38.07,29.6931,43.8,63.392,"S"
0.26,17.363,973.85,34.5844,537.41,1.8651,56.41,28.9903,47.86,72.7017,"S"
0.26,17.338,942.35,30.5185,322.62,1.5195,47.82,28.9903,47.86,72.7017,"S"
0.26,17.393,910.943,24.7388,1843.02,6.1364,162.41,28.9903,47.86,72.7017,"S"
0.26,17.269,919.733,29.4717,381.32,1.3041,45.64,28.9903,47.86,72.7017,"S"
0.26,17.362,949.342,31.0911,717.21,3.6433,86.66,28.9903,47.86,72.7017,"S"
0.6,17.326,978.545,35.7212,607.71,5.7773,110.89,25.5822,64.11,72.6216,"S"
0.6,17.316,1003.359,35.4886,605.62,5.2854,109.15,25.5822,64.11,72.6216,"S"
0.6,17.305,1030.995,34.0205,1917.61,22.1664,275.64,25.5822,64.11,72.6216,"S"
0.6,17.285,1053.425,29.6938,2349.63,16.3454,368.22,25.5822,64.11,72.6216,"S"
0.6,17.306,1054.503,31.5433,1696.68,13.7506,290.15,25.5822,64.11,72.6216,"S"
0.03,-2.206,811.913,-26.1892,0.2,9e-04,0.4,28.4272,23.71,156.466,"W"
0.03,0.362,723.043,-33.3868,1.28,0.0041,7.84,28.4272,23.71,156.466,"W"
0.03,-0.73,726.693,-43.3325,1.26,0.0034,4.92,28.4272,23.71,156.466,"W"
0.03,-1.566,709.609,-47.4713,0.72,0.0013,1.55,28.4272,23.71,156.466,"W"
0.03,-2.547,688.922,-37.1933,0.41,8e-04,2.51,28.4272,23.71,156.466,"W"
0.03,-1.946,622.795,-22.5972,0.42,6e-04,0,28.4272,23.71,156.466,"W"
0.03,-0.543,547.374,-16.7919,0.43,0.0024,3.44,28.4272,23.71,156.466,"W"
0.03,-0.259,526.843,-23.2772,0.44,0.0014,1.28,28.4272,23.71,156.466,"W"
0.03,0.428,510.869,-18.3372,2.02,0.0082,0,28.4272,23.71,156.466,"W"
0.03,0.01,533.47,-13.4398,1.01,0.002,0,28.4272,23.71,156.466,"W"
0.03,-0.083,544.095,-11.4952,0.76,0.0032,0,28.4272,23.71,156.466,"W"
0.03,-0.124,548.831,-10.4509,1.28,6e-04,1.93,28.4272,23.71,156.466,"W"
0.03,-0.582,563.756,-7.1264,1.58,0.0037,1.08,28.4272,23.71,156.466,"W"
0.03,0.111,546.239,-4.1382,1.27,7e-04,1.98,28.4272,23.71,156.466,"W"
0.03,0.628,540.876,0.327,0.58,0.0036,2.54,28.4272,23.71,156.466,"W"
0.03,-0.29,587.89,8.7829,1.85,0.0041,4.19,28.4272,23.71,156.466,"W"
0.03,-1.394,653.125,12.3233,3.91,0.0109,2.5,28.4272,23.71,156.466,"W"
0.03,-1.322,684.494,22.6002,3.46,0.0066,1.48,28.4272,23.71,156.466,"W"
0.03,-1.022,702.168,35.2161,2.69,0.0071,3.44,28.4272,23.71,156.466,"W"
0.03,-1.232,734.606,56.3588,3.73,0.0115,1.89,28.4272,23.71,156.466,"W"
0.03,-1.67,782.334,63.0374,4.48,0.0143,0,28.4272,23.71,156.466,"W"
0.03,-0.79,798.329,49.4528,5.92,0.0172,2.9,28.4272,23.71,156.466,"W"
0.03,1.609,761.837,37.3064,4.93,0.015,3.6,28.4272,23.71,156.466,"W"
0.03,1.131,792.371,28.5546,5.24,0.0173,0.15,28.4272,23.71,156.466,"W"
0.03,1.381,782.203,26.4536,7.99,0.0459,2.89,28.4272,23.71,156.466,"W"
0.03,1.221,765.232,23.5716,7.66,0.0102,1.7,28.4272,23.71,156.466,"W"
0.03,1.893,729.031,12.5583,8.76,0.0241,3.26,28.4272,23.71,156.466,"W"
0.03,3.494,697.997,5.3596,8.92,0.0244,0.18,28.4272,23.71,156.466,"W"
0.03,2.811,749.452,8.6504,5.66,0.014,2.03,28.4272,23.71,156.466,"W"
0.03,2.826,779.341,19.7053,5.3,0.0174,0.13,28.4272,23.71,156.466,"W"
0.03,1.843,836.173,24.331,15.29,0.0904,9.91,28.4272,23.71,156.466,"W"
0.31,0.582,877.578,28.8802,6.97,0.05,4.66,29.3092,44.9,72.8208,"W"
0.31,2.494,805.953,35.0562,7.6,0.0579,2.82,29.3092,44.9,72.8208,"W"
0.31,2.385,791.64,40.8007,12.69,0.0454,2.3,29.3092,44.9,72.8208,"W"
0.31,2.82,779.404,49.3953,9.44,0.0724,6.32,29.3092,44.9,72.8208,"W"
0.31,3.703,795.598,45.1228,5.28,0.0281,4.43,29.3092,44.9,72.8208,"W"
0.31,5.049,789.96,36.7792,4.22,0.0287,1.52,29.3092,44.9,72.8208,"W"
0.31,6.11,798.749,38.8976,15.13,0.1543,3.56,29.3092,44.9,72.8208,"W"
0.31,3.271,928.71,43.683,2.14,0.0231,6.24,29.3092,44.9,72.8208,"W"
0.31,5.668,950.481,45.8431,20.37,0.1444,6.99,29.3092,44.9,72.8208,"W"
0.31,4.815,1176.766,41.1236,9.26,0.0609,6.1,29.3092,44.9,72.8208,"W"
0.31,10.131,1270.391,29.2453,16.46,0.1277,0.59,29.3092,44.9,72.8208,"W"
0.31,13.69,1387.153,21.3655,52.84,0.4168,14.29,29.3092,44.9,72.8208,"W"
0.31,15.157,1456.546,20.9684,70.03,0.5591,22.32,29.3092,44.9,72.8208,"W"
0.31,16.496,1421.846,24.441,230.9,1.9079,33.37,29.3092,44.9,72.8208,"W"
0.31,15.428,1410.192,49.1241,144.96,0.9706,19.2,29.3092,44.9,72.8208,"W"
0.31,15.264,1339.463,48.5385,187.2,1.2348,17.28,29.3092,44.9,72.8208,"W"
0.31,14.643,1282.282,55.0767,84.93,0.4847,12.2,29.3092,44.9,72.8208,"W"
0.63,14.15,1188.224,67.2242,79.95,0.4754,18.11,24.9107,51.31,82.7802,"W"
0.63,14.271,1048.805,44.7305,114.46,0.5886,17.81,24.9107,51.31,82.7802,"W"
0.63,14.672,911.737,26.4636,102.03,0.4224,22.1,24.9107,51.31,82.7802,"W"
0.63,14.739,837.222,23.2692,105.42,0.6909,18.11,24.9107,51.31,82.7802,"W"
0.38,15.471,796.143,18.5948,165.33,0.6485,22.74,24.8517,54.51,67.2963,"S"
0.38,14.875,809.506,10.0626,97.37,0.9818,17.22,24.8517,54.51,67.2963,"S"
0.38,15.174,787.481,9.91,106.6,0.4547,20.48,24.8517,54.51,67.2963,"S"
0.38,16.951,714.694,9.0789,436.34,2.1415,42.11,24.8517,54.51,67.2963,"S"
0.38,17.09,693.278,4.2105,442.24,2.1907,40.31,24.8517,54.51,67.2963,"S"
0.38,16.922,700.315,5.8484,432.84,1.7393,27.39,24.8517,54.51,67.2963,"S"
0.38,16,774.435,22.7765,179.87,0.7327,20.15,24.8517,54.51,67.2963,"S"
0.38,16.431,811.183,33.4532,188.69,1.0185,25.3,24.8517,54.51,67.2963,"S"
0.26,17.002,833.107,29.6435,357.76,1.1756,48.61,29.6931,43.8,63.392,"S"
0.26,17.189,852.562,21.3543,414.15,1.835,40.78,29.6931,43.8,63.392,"S"
0.26,17.184,846.61,24.1177,402.24,1.4967,37.31,29.6931,43.8,63.392,"S"
0.26,17.179,854.009,23.5436,421.6,1.7595,37.4,29.6931,43.8,63.392,"S"
0.26,17.178,862.611,23.8928,361.8,1.2663,22.17,28.9903,47.86,72.7017,"S"
0.26,17.081,851.336,20.1767,300.67,1.3568,32.5,28.9903,47.86,72.7017,"S"
0.26,16.934,848.484,18.2572,284.38,0.7769,37.9,28.9903,47.86,72.7017,"S"
0.26,16.835,864.809,22.6103,188.99,0.5986,35.2,28.9903,47.86,72.7017,"S"
0.26,16.991,886.771,27.0658,876.95,15.9306,120.48,28.9903,47.86,72.7017,"S"
0.6,16.923,902.715,28.0611,2580.47,12.3959,219.12,25.5822,64.11,72.6216,"S"
0.6,16.961,914.252,28.6663,1008.72,10.3424,153.03,25.5822,64.11,72.6216,"S"
0.6,16.978,935.758,28.0234,1335.56,10.3707,182.49,25.5822,64.11,72.6216,"S"
0.6,16.963,954.713,29.3594,1222.64,11.1112,181.35,25.5822,64.11,72.6216,"S"
0.6,16.957,942.044,31.6029,1033.14,7.0392,126.27,25.5822,64.11,72.6216,"S"
0.6,17.017,918.538,34.0626,634.81,5.1282,88,25.5822,64.11,72.6216,"S"
0.03,-1.327,700.456,-27.5126,0.52,0.0021,0,28.4272,23.71,156.466,"W"
0.03,0.183,655.138,-31.1386,1.28,0.0041,2.27,28.4272,23.71,156.466,"W"
0.03,-0.461,658.758,-39.4993,0.71,8e-04,2.08,28.4272,23.71,156.466,"W"
0.03,-3.08,712.599,-49.8252,0.64,0.0052,2.1,28.4272,23.71,156.466,"W"
0.03,-3.458,691.833,-54.1344,0.38,0,0,28.4272,23.71,156.466,"W"
0.03,-2.127,615.897,-45.4784,0.37,1e-04,3.1,28.4272,23.71,156.466,"W"
0.03,-0.705,539.57,-32.4778,0.46,7e-04,3.05,28.4272,23.71,156.466,"W"
0.03,-0.286,502.054,-25.3321,0.62,0.0017,4.07,28.4272,23.71,156.466,"W"
0.03,0.314,469.823,-24.1013,0.81,0.0024,0,28.4272,23.71,156.466,"W"
0.03,-0.146,478.571,-18.0146,0.56,0.0012,0,28.4272,23.71,156.466,"W"
0.03,-0.483,486.727,-11.8582,0.45,3e-04,0,28.4272,23.71,156.466,"W"
0.03,-0.462,482.668,-11.6257,0.96,0.0059,1.11,28.4272,23.71,156.466,"W"
0.03,-0.136,470.217,-11.0646,1.89,0.0076,6.5,28.4272,23.71,156.466,"W"
0.03,0.085,464.592,-6.8237,0.92,0.0011,2.64,28.4272,23.71,156.466,"W"
0.03,0.32,461.554,-2.4415,1.08,0.001,0.08,28.4272,23.71,156.466,"W"
0.03,-0.479,501.391,1.3748,0.76,0.0023,4.38,28.4272,23.71,156.466,"W"
0.03,-0.244,525.163,9.4586,1.89,0.0057,6.52,28.4272,23.71,156.466,"W"
0.03,-0.172,559.907,15.8222,4.25,0.014,0.78,28.4272,23.71,156.466,"W"
0.03,0.475,575.472,22.2452,9.92,0.0555,5.04,28.4272,23.71,156.466,"W"
0.03,0.335,613.369,24.1441,12.94,0.0113,5.6,28.4272,23.71,156.466,"W"
0.03,0.004,661.834,36.7199,6.69,0.0176,0.07,28.4272,23.71,156.466,"W"
