"NDVIchange","Climatezone","Mining","Tempchange","Precipitation","GDP","Popdensity"
0.44481,"Dwc","very low",0.97221,608.62,0.46,5.74393
0.43612,"Dwc","very low",0.91123,619.98,46.14,2.88491
0.42893,"Dwc","very low",0.80722,623.96,14.35,2.33883
0.4357,"Dwc","very low",0.66682,612.14,142.53,3.13817
0.45405,"Dwb","very low",0.51102,602.77,25.38,9.88311
0.45033,"Dwc","very low",1.32073,515.15,6.94,1.53386
0.44027,"Dwc","very low",1.16633,548.31,151.7,3.64685
0.44984,"Dwc","very low",1.02487,577.83,300.17,16.034
0.44851,"Dwc","very low",0.85409,621.01,66.08,5.15647
0.43425,"Dwc","very low",0.74831,622.83,196.7,4.31103
0.42147,"Dwc","very low",0.60867,620.39,200.53,8.87777
0.42203,"Dwc","very low",0.43379,611.51,1221.17,64.57285
0.44731,"Dwc","very low",0.2688,601.44,9.32,0.31154
0.45417,"Dwc","very low",1.41245,517.48,0.68,1.75662
0.44105,"Dwc","very low",1.18861,556.75,113.28,1.81016
0.45329,"Dwc","very low",0.98746,594.17,88.18,6.08093
0.4496,"Dwc","very low",0.79906,625.66,0.25,1.56973
0.4342,"Dwc","very low",0.65528,627.01,0.02,3.78664
0.42729,"Dwc","very low",0.46772,628,20.22,5.41167
0.42485,"Dwc","very low",0.25653,614.02,81.65,10.52526
0.4295,"Dwc","very low",0.01567,600.39,0,0.04319
0.43718,"Dwc","very low",-0.08904,589.96,10.8,0.61398
0.43657,"Dwc","very low",1.27725,542.07,0.23,1.27734
0.44707,"Dwc","very low",1.0448,586.33,82.46,3.55339
0.44973,"Dwc","very low",0.84227,625.74,0.42,2.66866
0.44758,"Dwc","very low",-0.11217,575.95,0,0.00392
0.42761,"Dwc","very low",1.23873,547.73,0,1.77501
0.44327,"Dwc","very low",1.14499,566.66,65.53,2.61622
0.44367,"Dwc","very low",1.06781,599.03,0,2.36127
0.42011,"Dwc","very low",1.23933,515.15,0,0.40144
0.42722,"Dwc","very low",0.965,548.76,0,0.07252
0.42022,"Dwc","very low",0.49926,516.6,0.02,0.46816
