normal,t,uniform,gamma
7.722329736430883,7.071474683423359,9.42177995363013,6.164212869727486
7.859755990409029,7.097179270639487,9.579371789161165,6.1838015680141565
7.96575182300736,7.195745232736773,9.803561252306439,6.226340337634878
8.100657557500107,7.320421419746843,9.842728981476856,6.836670900624718
8.18322454652095,7.408477520319902,9.861071879723958,7.016311671505352
8.209784931344075,7.46863057385551,9.87286233188421,7.151493858608335
8.22883395836907,7.488761410830401,9.939549550456722,7.346413391371026
8.540075488406295,7.5731691412875515,9.958466958635805,7.452117414953809
8.578225084721478,7.574281862003268,9.964176314973185,7.562582198442485
8.598985252634668,7.708765833749283,10.143316635333012,7.581301097578682
8.752282373626462,7.796181042157285,10.173249024044232,7.59039314977657
8.98297540795031,7.857591287847687,10.313106117062521,7.635052189855682
9.001610310920915,7.940660051761849,10.316944764280985,7.743777669544056
9.032643615037376,7.986670114305654,10.361770612770218,7.760800885820455
9.047468426940666,8.146778709309842,10.429900647583128,7.857029757903992
9.07875543737081,8.473203556784977,10.447315163980255,7.945916541459509
9.193504737768848,8.498929908596525,10.530276985491165,8.23979204654648
9.216090332883406,8.60666257198199,10.573727227616443,8.307036471304212
9.24481527596731,8.814921913902316,10.59665585990889,8.373054501599919
9.303644879256893,9.123318776403993,10.597521192254009,8.396305306196117
9.445871204548457,9.266470358109153,10.633269104743482,8.411560766999104
9.457210902333145,9.32928877972677,10.781766010186164,8.560211543303499
9.468382304575771,9.525794837258085,10.800262368147708,8.612754862276642
9.718975097551493,9.565907502890177,10.916019197836501,8.756384606825115
9.741287579808779,9.610688950040474,10.929019718504133,8.75802819441963
9.767399415319835,9.64920852363321,11.052933070513651,8.876946910352853
9.990329823551647,9.70942804427708,11.066527966546653,9.043722467246756
10.145563303852994,9.843876662861359,11.084016610695324,9.120312513939306
10.249392782790377,9.883773327819044,11.230489482716928,9.120624568952143
10.374824434587245,10.081796204857085,11.271606709132016,9.198769156159285
10.541119837380391,10.183848171104838,11.281079349008085,9.23207420711086
10.620409816929548,10.241728403388379,11.294922062993775,9.241146973067858
10.637034174928237,10.243761263351365,11.344855153116004,9.542448300617515
10.725860513434649,10.27833290422519,11.387396163561833,9.581679808000569
11.052575486244383,10.353344760139088,11.650805260685932,9.825822828773315
11.054087135331356,10.412685050463036,11.86642994745203,9.969798447399597
11.110428059688411,10.591408919404516,11.980542444346714,10.075096885856727
11.128866789930631,10.600809467676216,12.048496373148973,10.085948712999482
11.173339177014483,10.656493954251609,12.14048400565314,10.307199956485986
11.215951575926566,10.698060609409554,12.182236296527002,10.365487741453405
11.287542421155463,10.81690574899775,12.190326547109853,10.404355094505384
11.317286391935461,10.87744326843995,12.224176495238229,10.717708402342192
11.323586317713554,10.88590941882882,12.244015142536927,10.802641868138853
11.463611853454648,11.016288319622484,12.446209250930515,10.874866357983514
11.508988850740447,11.247461647351777,12.536869696037169,10.934651959492394
11.559581902127045,11.284057561298553,12.55273988024946,10.952004941198206
11.701219495362203,11.431384277575702,12.748385153501351,11.08975012682474
11.810925853397517,11.456015401774426,12.941158803144212,11.119497636830122
11.85055370973409,11.637426221782015,13.015218783756698,11.403612799767028
11.85253931943598,11.758683862069297,13.138369789001427,11.445020004266329
12.18296538156843,11.849857706632145,13.189450066174821,11.745116072848758
12.37792989343336,11.933557495236691,13.382681509092711,12.11194666175655
12.48577543585874,11.936135904568765,13.527694287879058,12.207591666409275
12.54872737903387,11.946377872988275,13.569985885315392,12.440483033819694
12.721836735084436,11.970657618904726,13.573030239512896,12.558505031621056
13.071232023755554,12.001529041248586,13.613750030803931,12.792829634537274
13.144975479297846,12.360519532989155,13.649869908084531,12.827117555521731
13.268531105784934,12.620662175848405,13.708092863907362,12.960906130827423
13.301309912393526,12.641902340039499,13.70841868461299,13.003218691725202
13.389270952731502,12.828056359341833,13.718765076817407,13.365869622544764
13.612006805958499,13.175856329207301,13.896974125610825,13.667261970651017
13.653151302444206,13.376654453826717,13.907920005618584,13.845147805684286
13.72479999480024,13.384696464730803,13.921640050358784,14.022870044341984
13.734906354983359,13.395537880766312,14.140255849316794,14.032327258902196
13.95331379335164,13.408467865572488,14.316596438882826,14.171908807166025
14.017410091746086,13.417691321112455,14.355359693733478,14.579880793730087
14.032338528510826,13.453913586440052,14.359521400559665,14.657998839963351
14.258323200207226,13.789770835711462,14.506222498645357,14.831403602193383
14.352531238306558,14.045294461229911,14.51530286708433,15.127863049748612
14.424034787128381,14.247113677604089,14.521165948410186,16.26184005810705
14.509883420419207,14.276456279448027,14.576152956994608,16.520389456520363
14.577017141194828,14.340843572515173,14.762920834196652,16.787196340285096
14.614264459909954,14.526820359013719,14.76609826720731,16.951917937618905
14.622840829877155,14.596384288577829,14.795062827132226,17.18619899496658
14.70947726199196,14.604540990548362,14.988325784042404,17.48798982810925
14.75535018203114,14.609312042609963,15.011209523059044,17.9349820529908
14.811358173041905,14.611773548718139,15.016280378660095,17.97205329017165
14.839529835340032,14.868764400540133,15.081195716285992,18.099676928952388
15.180816082275452,14.88667288051401,15.161030325678137,18.212099081370607
15.46163751566689,15.29245215301965,15.234058544432916,18.45712253187706
15.480108064951512,15.368759025531942,15.27387831401015,18.673193616667323
15.495255341752365,15.717115643081346,15.348241614748039,19.206964900412853
15.49919435713626,15.889871122431703,15.367209636490946,19.244929779493052
15.603302517990885,16.007421024331084,15.465887962561007,19.312370826901837
15.611566951957464,16.153562034457433,15.5624892730292,19.766294186045915
15.629826706319074,16.172388593843262,15.74834491313477,19.76922662416861
15.754691089955932,16.658937591753798,15.8353108804051,19.80776319055725
16.07494488240366,16.80829601101945,15.920605276523576,20.399568491381167
16.201554941470555,17.035438276305193,16.020768974268783,20.89053438128682
16.221043481771982,17.35397210708815,16.08249197013651,22.476574642136033
16.399494260434118,17.487032318674384,16.170541845755803,22.77665147891605
16.85266312259362,18.078164039442093,16.184640165725547,22.967224920828883
16.936848242427164,18.07895415762385,16.291321027836723,23.973241402855493
16.966147522460133,18.12423592698505,16.292580275062413,24.693971063733645
17.757281726918727,18.374033840926206,16.32113445598286,24.857478935615095
17.802182598709205,18.699356631314828,16.39975581444972,24.86015263791216
17.8352275070391,18.871673462665328,16.452325919605123,24.908020296150795
17.934363714469217,18.960420952767045,16.646404396838594,25.01861635917692
18.046153979223444,19.143298065304315,16.650837692950308,25.78400700736639
18.68699429468123,20.165297638180917,16.751458692563077,26.53973738854151
18.723424525027035,21.83036239995343,16.799746887636385,27.182020924268727
18.741715161901038,22.007941572885482,16.820067922209805,27.335285907420904
19.707297601936993,22.19035540061194,17.012979568382686,27.728151873383084
19.89280237964081,23.04395692553873,17.09036897120858,28.791369957601
20.375874135392902,23.345316534201505,17.370408424982138,29.038889792557132
20.65858945375034,23.412171978310475,17.41402737530654,30.754135677539097
21.13172511654146,24.40689540297881,17.490820472815233,34.13590887737157
22.812642323389944,26.975695329824227,17.52836125724247,35.29391031481334
23.710023888559245,28.50171420130906,17.544898409916925,38.616243400118734
25.54704349591638,29.89792929296909,17.579162710177457,38.69214960802778
30.324325975731664,34.53923752267069,17.63624532624342,39.49039362049877
