"H1N1","temp","prec","humi","popd","gdpd","rdds","sensepop","urbanpop","medicost","Georegion"
0.38,17.108,745.246,5.7968,473.71,2.1748,39.19,24.8517,54.51,67.2963,"S"
0.38,16.483,810.086,27.2152,189.9,0.8229,24.01,24.8517,54.51,67.2963,"S"
0.26,17.031,869.908,39.9514,327.06,1.3598,40.74,29.6931,43.8,63.392,"S"
0.26,17.044,896.978,32.7423,330.84,1.3081,36.3,29.6931,43.8,63.392,"S"
0.26,17.24,907.537,27.2931,379.93,1.5019,39.62,28.9903,47.86,72.7017,"S"
0.26,17.107,885.992,23.7695,674.43,2.204,70.25,28.9903,47.86,72.7017,"S"
0.6,17.151,929.343,30.4848,1199.61,9.4368,134.59,25.5822,64.11,72.6216,"S"
0.6,17.14,971.116,31.5497,1216.88,12.0412,179.97,25.5822,64.11,72.6216,"S"
0.6,17.138,1004.547,30.4981,1573.98,12.0664,240.68,25.5822,64.11,72.6216,"S"
0.6,17.165,959.633,33.9996,1997.9,11.6426,141.81,25.5822,64.11,72.6216,"S"
0.03,-1.747,658.122,-29.515,0.76,0.0027,0.86,28.4272,23.71,156.466,"W"
0.03,-1.375,651.947,-35.4906,1.01,0.0025,2.49,28.4272,23.71,156.466,"W"
0.03,-2.799,652.04,-48.9721,0.42,0.0017,1.42,28.4272,23.71,156.466,"W"
0.03,-0.574,526.256,-40.0717,0.5,0.0018,2.6,28.4272,23.71,156.466,"W"
0.03,0.242,457.372,-28.0476,0.9,0.0024,1.8,28.4272,23.71,156.466,"W"
0.03,-0.016,447.3,-14.9873,0.67,0.0012,1.92,28.4272,23.71,156.466,"W"
0.03,-0.363,447.695,-10.8876,1.34,0.0051,3.88,28.4272,23.71,156.466,"W"
0.03,-0.011,439.271,-3.6717,1.31,0.0033,2.31,28.4272,23.71,156.466,"W"
0.03,-0.445,492.522,5.918,1.86,0.005,4.48,28.4272,23.71,156.466,"W"
0.03,-0.173,560.16,20.9585,5.74,0.0222,3.12,28.4272,23.71,156.466,"W"
0.03,-0.262,633.675,29.8487,9.24,0.0156,3.05,28.4272,23.71,156.466,"W"
0.03,0.053,709.69,37.3395,7.76,0.022,3.97,28.4272,23.71,156.466,"W"
0.03,-0.307,779.259,32.9827,5.25,0.0142,2.65,28.4272,23.71,156.466,"W"
0.14,0.4,762.342,26.8516,4.44,0.0101,0.12,27.0287,48.51,143.9295,"W"
0.14,2.661,672.838,17.9868,9.62,0.0475,2.17,27.0287,48.51,143.9295,"W"
0.03,1.494,713.652,29.9535,4.17,0.018,0,28.4272,23.71,156.466,"W"
0.31,0.534,749.132,45.0423,6.4,0.0433,1.52,29.3092,44.9,72.8208,"W"
0.31,0.456,727.265,54.9112,4.64,0.0321,2.09,29.3092,44.9,72.8208,"W"
0.14,1.48,757.389,62.1378,7.18,0.0412,6.51,27.0287,48.51,143.9295,"W"
0.31,3.362,771.15,63.0475,7.64,0.0549,4.75,29.3092,44.9,72.8208,"W"
0.31,2.793,815.7,69.326,5.03,0.038,4.55,29.3092,44.9,72.8208,"W"
0.31,5.131,1022.24,24.6271,14.55,0.123,6.75,29.3092,44.9,72.8208,"W"
0.76,11.861,1229.503,-7.4534,54.65,0.2785,10.72,25.7989,40.13,77.8284,"W"
0.63,13.692,1260.416,24.3249,84.54,0.4025,17.69,24.9107,51.31,82.7802,"W"
0.63,13.781,1136.876,29.1459,220.16,0.9772,25.03,24.9107,51.31,82.7802,"W"
0.63,14.054,919.862,33.8319,103.22,0.4581,22.53,24.9107,51.31,82.7802,"W"
0.63,14.35,772.447,11.6409,152.35,0.7047,20.62,24.9107,51.31,82.7802,"W"
0.38,15.028,740.008,5.6736,144.06,0.7535,25.36,24.8517,54.51,67.2963,"S"
0.26,16.39,664.684,5.1954,226.84,0.889,28.66,29.6931,43.8,63.392,"S"
0.26,16.253,626.213,2.3587,596.11,2.4821,42.17,29.6931,43.8,63.392,"S"
0.26,16.11,717.75,13.1537,382.08,1.7679,33.32,29.6931,43.8,63.392,"S"
0.26,16.661,776.745,15.4866,647.9,2.5252,41.63,29.6931,43.8,63.392,"S"
0.26,16.728,813.519,12.7297,728.26,2.6011,50.54,28.9903,47.86,72.7017,"S"
0.26,16.658,812.105,13.0199,649.52,2.1147,59.83,28.9903,47.86,72.7017,"S"
0.26,16.476,819.919,14.5837,411.31,1.4143,44.2,28.9903,47.86,72.7017,"S"
0.26,16.458,840.629,24.6599,326,2.2209,42.74,28.9903,47.86,72.7017,"S"
0.6,16.455,826.665,27.9911,703.46,5.9141,82.92,25.5822,64.11,72.6216,"S"
0.6,16.525,885.767,31.7535,477.03,3.7212,63.33,25.5822,64.11,72.6216,"S"
0.03,-2.588,515.208,-34.7174,0.42,0.0015,2.08,28.4272,23.71,156.466,"W"
0.03,-3.682,576.242,-35.7879,0.22,3e-04,1.37,28.4272,23.71,156.466,"W"
0.03,-3.445,562.842,-39.3642,0.38,0.0016,1.91,28.4272,23.71,156.466,"W"
0.03,-0.231,445.579,-39.7004,0.46,0.0028,1.31,28.4272,23.71,156.466,"W"
0.03,-0.371,418.684,-41.7671,0.99,0.0011,3.31,28.4272,23.71,156.466,"W"
0.03,-0.622,397.552,-35.8069,0.65,0.0026,2.34,28.4272,23.71,156.466,"W"
0.03,0.009,362.099,-19.7403,0.76,0.0031,4.75,28.4272,23.71,156.466,"W"
0.03,-0.127,356.594,-4.1478,0.52,0.0014,4.35,28.4272,23.71,156.466,"W"
0.03,0.183,359.345,3.7369,0.77,0.0019,2.71,28.4272,23.71,156.466,"W"
0.03,-0.632,437.545,17.5636,0.78,0.0022,0.08,28.4272,23.71,156.466,"W"
0.03,-1.257,532.705,30.4542,2.55,0.0069,0.96,28.4272,23.71,156.466,"W"
0.03,-2.543,621.818,26.5798,1.84,0.0049,1.69,28.4272,23.71,156.466,"W"
0.14,-2.021,665.781,29.2585,1.83,0.0044,0,27.0287,48.51,143.9295,"W"
0.14,-1.23,686.53,33.5768,0.71,0.0029,0,27.0287,48.51,143.9295,"W"
0.14,-0.436,669.294,36.5604,5.56,0.0234,0.97,27.0287,48.51,143.9295,"W"
0.14,-0.132,633.596,27.7196,7.77,0.0323,3.06,27.0287,48.51,143.9295,"W"
0.14,-0.221,602.936,42.4627,10.64,0.0473,3.64,27.0287,48.51,143.9295,"W"
0.31,-0.937,606.827,59.1891,3.34,0.026,0.81,29.3092,44.9,72.8208,"W"
0.14,-1.357,644.593,56.525,3.17,0.0147,3.21,27.0287,48.51,143.9295,"W"
0.14,-0.372,696.323,65.9982,4.02,0.0171,3.23,27.0287,48.51,143.9295,"W"
0.76,1.452,705.04,76.4758,5.28,0.031,4.88,25.7989,40.13,77.8284,"W"
0.31,3.524,719.168,71.5152,8.15,0.067,6.51,29.3092,44.9,72.8208,"W"
0.76,5.875,799.51,24.8717,16.23,0.1044,5.65,25.7989,40.13,77.8284,"W"
0.76,10.198,848.116,-7.198,124.4,0.6936,11.84,25.7989,40.13,77.8284,"W"
0.76,11.738,881.361,7.3929,81.54,0.3718,14.39,25.7989,40.13,77.8284,"W"
0.63,10.348,855.257,24.8201,64.37,0.59,13.03,24.9107,51.31,82.7802,"W"
0.63,11.462,700.875,12.7301,294.33,1.6748,33.43,24.9107,51.31,82.7802,"W"
0.63,12.784,637.425,5.7384,799.85,3.3599,71.14,24.9107,51.31,82.7802,"W"
0.63,12.779,638.592,9.7,143.21,0.6045,21.81,24.9107,51.31,82.7802,"W"
0.26,13.369,600.807,4.5266,120.49,0.5111,21.61,29.6931,43.8,63.392,"S"
0.26,14.675,557,0.71,317.41,1.5381,36.67,29.6931,43.8,63.392,"S"
0.26,15.999,538.602,-1.9287,881.33,3.8224,78.55,29.6931,43.8,63.392,"S"
0.26,16.153,561.169,-0.0242,712.46,2.8379,55.11,29.6931,43.8,63.392,"S"
0.26,16.102,672.997,0.1564,619.12,2.4162,50.35,28.9903,47.86,72.7017,"S"
0.26,15.992,754.925,4.4732,728.82,3.5838,63.34,28.9903,47.86,72.7017,"S"
0.6,15.893,780.552,8.7253,492.78,3.6003,76.73,25.5822,64.11,72.6216,"S"
0.6,15.851,767.021,16.0353,619.96,5.5495,75.5,25.5822,64.11,72.6216,"S"
0.6,15.782,749.224,31.8719,540.7,4.5173,58.22,25.5822,64.11,72.6216,"S"
0.03,-0.652,352.972,-40.3911,0.61,9e-04,0.86,28.4272,23.71,156.466,"W"
0.03,-3.361,434.098,-40.3205,0.39,7e-04,1.02,28.4272,23.71,156.466,"W"
0.03,-3.243,439.452,-43.0974,0.35,0.001,0,28.4272,23.71,156.466,"W"
0.03,-1.778,399.99,-42.8236,0.57,0.0017,0,28.4272,23.71,156.466,"W"
0.03,-0.454,354.242,-38.6064,0.66,0.0027,0.67,28.4272,23.71,156.466,"W"
0.03,-0.807,353.244,-42.8378,0.41,0.0016,2.54,28.4272,23.71,156.466,"W"
0.03,-0.623,337.871,-48.2682,0.27,6e-04,1.05,28.4272,23.71,156.466,"W"
0.03,-1.834,363.765,-35.7226,0.63,5e-04,0.05,28.4272,23.71,156.466,"W"
0.03,-2.358,375.55,-16.3167,0.41,0.001,0,28.4272,23.71,156.466,"W"
0.03,-2.324,389.11,-3.5955,0.07,0,1.25,28.4272,23.71,156.466,"W"
0.03,-2.842,441.889,6.2027,0.1,5e-04,0,28.4272,23.71,156.466,"W"
0.14,-4.294,524.691,10.3546,0.2,5e-04,0,27.0287,48.51,143.9295,"W"
0.14,-3.325,519.008,4.3019,0.09,4e-04,1.5,27.0287,48.51,143.9295,"W"
0.14,-2.055,511.885,3.9802,0.08,6e-04,0,27.0287,48.51,143.9295,"W"
0.14,-1.981,546.406,21.3186,0.3,0.0026,0,27.0287,48.51,143.9295,"W"
0.14,-2.603,581.287,28.0865,2.13,0.0105,1.64,27.0287,48.51,143.9295,"W"
0.14,-2.191,554.205,35.1371,3.94,0.0093,3.23,27.0287,48.51,143.9295,"W"
0.14,-3.24,549.503,53.7943,1.83,0.007,1.56,27.0287,48.51,143.9295,"W"
0.14,-2.479,501.1,39.7028,0.37,5e-04,0.54,27.0287,48.51,143.9295,"W"
0.14,-2.475,541.706,44.5057,2.31,0.0113,2.98,27.0287,48.51,143.9295,"W"
0.14,-0.474,568.036,41.2116,6.51,0.0247,3.95,27.0287,48.51,143.9295,"W"
0.14,1.151,592.518,52.1154,6.06,0.0251,3.52,27.0287,48.51,143.9295,"W"
0.76,2.625,663.363,43.6368,16.95,0.0853,8.38,25.7989,40.13,77.8284,"W"
0.76,4.668,729.443,14.2415,74.67,0.4267,12.99,25.7989,40.13,77.8284,"W"
0.76,8.158,707.292,-7.0922,167.09,0.908,20.35,25.7989,40.13,77.8284,"W"
0.76,9.95,750.413,-5.3367,261.72,1.2676,26.5,25.7989,40.13,77.8284,"W"
0.63,11.362,688.602,2.4594,212.34,0.757,26.7,24.9107,51.31,82.7802,"W"
0.63,12.508,560.51,2.7344,277.04,1.201,36.83,24.9107,51.31,82.7802,"W"
0.63,14.234,484.614,-8.3105,553.14,2.4068,60.28,24.9107,51.31,82.7802,"W"
0.63,15.02,467.242,-2.5686,381.53,1.6182,53.06,24.9107,51.31,82.7802,"W"
1.16,14.513,504.469,-9.5307,348.19,1.3934,56.57,23.694,52.56,67.3065,"N"
0.26,15.362,487.33,-10.7599,683.12,2.7936,75.24,29.6931,43.8,63.392,"S"
0.26,15.709,452.156,-13.9951,1245.79,4.9608,131.96,29.6931,43.8,63.392,"S"
0.26,15.717,460.587,-13.5429,707.72,3.096,63.75,29.6931,43.8,63.392,"S"
0.4,15.56,567.425,-9.2859,701.89,4.4102,60.67,26.458,53.75,60.4823,"S"
0.6,15.395,696.225,-8.1786,800.6,5.1034,78.37,25.5822,64.11,72.6216,"S"
0.4,15.094,810.691,5.5076,755.61,5.754,96.48,26.458,53.75,60.4823,"S"
0.6,15.129,872.942,12.9531,583.59,4.7808,71.33,25.5822,64.11,72.6216,"S"
0.03,0.257,244.633,-50.7903,3.72,0.0014,0,28.4272,23.71,156.466,"W"
0.03,-2.677,313.274,-48.7833,0.54,0.0019,1.3,28.4272,23.71,156.466,"W"
0.03,-2.356,314.715,-49.331,0.45,0.0012,0.89,28.4272,23.71,156.466,"W"
0.03,-1.545,311.178,-50.0508,0.46,9e-04,1.62,28.4272,23.71,156.466,"W"
0.03,-1.158,315.472,-48.1643,0.42,0.0014,1.41,28.4272,23.71,156.466,"W"
0.03,-0.666,310.312,-46.6307,0.63,0.0023,0.77,28.4272,23.71,156.466,"W"
0.03,-2.102,355.882,-56.0802,0.2,0,0,28.4272,23.71,156.466,"W"
0.03,-2.703,371.482,-63.4904,0.2,0,0,28.4272,23.71,156.466,"W"
0.03,-2.612,363.63,-59.4934,0.1,3e-04,0,28.4272,23.71,156.466,"W"
0.03,-3.689,389.63,-46.1505,0.14,5e-04,0,28.4272,23.71,156.466,"W"
0.03,-4.343,411.23,-32.6316,0,0,0,28.4272,23.71,156.466,"W"
0.14,-4.345,420.091,-34.5405,0.03,0,0,27.0287,48.51,143.9295,"W"
0.14,-4.423,425.163,-25.5514,0,0,0,27.0287,48.51,143.9295,"W"
0.14,-3.163,381.674,-12.4025,0.04,1e-04,0.49,27.0287,48.51,143.9295,"W"
0.14,-2.645,377.272,-9.0582,0.28,0.0017,1.06,27.0287,48.51,143.9295,"W"
0.14,-2.227,402.826,1.8478,0.35,3e-04,0.15,27.0287,48.51,143.9295,"W"
0.14,-2.038,428.538,14.4578,0.93,0.0036,1.82,27.0287,48.51,143.9295,"W"
0.14,-2.716,448.139,18.444,0.65,0.0026,0.26,27.0287,48.51,143.9295,"W"
0.14,-2.633,418.084,8.5337,0.38,2e-04,0.11,27.0287,48.51,143.9295,"W"
0.14,-2.478,397.385,0.1026,0.65,0.0028,2.03,27.0287,48.51,143.9295,"W"
0.14,-2.542,449.338,8.048,2.79,0.0176,2.85,27.0287,48.51,143.9295,"W"
0.14,1.907,421.659,6.1832,15.35,0.0623,5.24,27.0287,48.51,143.9295,"W"
0.14,1.791,538.928,12.8238,12.65,0.0668,5.1,27.0287,48.51,143.9295,"W"
0.76,4.172,568.494,2.0321,72.81,0.3707,13.66,25.7989,40.13,77.8284,"W"
0.76,7.283,538.547,-6.6766,246.79,1.2617,29.9,25.7989,40.13,77.8284,"W"
0.76,7.998,553.527,-9.2846,109.97,0.499,23.47,25.7989,40.13,77.8284,"W"
1.53,7.997,697.662,-4.4359,152.35,0.7739,25.91,27.3199,52.01,99.5925,"W"
0.76,10.074,726.127,-5.0659,143.27,0.761,25.29,25.7989,40.13,77.8284,"W"
0.76,10.8,689.436,1.2636,135.05,0.6513,19.45,25.7989,40.13,77.8284,"W"
0.63,11.132,669.875,-1.2931,66.83,0.2602,19.4,24.9107,51.31,82.7802,"W"
0.63,12.028,642.095,-10.2805,139.51,0.6399,31.02,24.9107,51.31,82.7802,"W"
1.16,13.084,606.699,-15.8794,430.37,1.7251,65.54,23.694,52.56,67.3065,"N"
1.16,11.632,619.469,-7.6896,235.58,1.0954,43.78,23.694,52.56,67.3065,"N"
1.16,12.336,550.339,-9.0108,468.97,1.8638,56.16,23.694,52.56,67.3065,"N"
0.26,15.306,475.331,-17.3416,854.97,3.4954,69.7,29.6931,43.8,63.392,"S"
0.4,15.099,571.514,-16.3197,733.56,4.5032,59.2,26.458,53.75,60.4823,"S"
0.4,14.629,704.834,-11.0236,796.32,5.0558,82.73,26.458,53.75,60.4823,"S"
0.4,13.748,819.411,-4.0234,518.95,3.2419,74.61,26.458,53.75,60.4823,"S"
0.4,14.02,812.073,0.0898,541.86,3.379,65.22,26.458,53.75,60.4823,"S"
0.03,-2.331,249.722,-55.0193,0.49,5e-04,0,28.4272,23.71,156.466,"W"
0.03,-2.434,244.405,-50.0993,1.84,0.0052,2.33,28.4272,23.71,156.466,"W"
0.03,-2.744,276.769,-55.2208,0.38,0.0011,0.89,28.4272,23.71,156.466,"W"
0.03,-1.439,273.202,-60.2305,0.23,3e-04,0,28.4272,23.71,156.466,"W"
0.03,-1.919,317.604,-63.2932,0.06,0,0,28.4272,23.71,156.466,"W"
0.03,-2.474,354.785,-68.1922,0.24,0.0022,0,28.4272,23.71,156.466,"W"
0.03,-2.621,368.821,-77.5233,0.13,0,0,28.4272,23.71,156.466,"W"
0.03,-3.316,388.642,-78.5748,0.13,4e-04,0,28.4272,23.71,156.466,"W"
0.03,-3.681,391.839,-75.3396,0.07,1e-04,0,28.4272,23.71,156.466,"W"
0.03,-4.011,391.069,-74.9619,0,0,0,28.4272,23.71,156.466,"W"
0.03,-3.804,374.008,-63.994,0,0,0,28.4272,23.71,156.466,"W"
0.03,-4.635,384.941,-61.0516,0,0,0,28.4272,23.71,156.466,"W"
0.14,-4.446,359.623,-52.955,0,0,0,27.0287,48.51,143.9295,"W"
0.14,-4.634,341.938,-28.5361,0,0,0,27.0287,48.51,143.9295,"W"
0.14,-3.807,313.761,-13.9385,0.1,4e-04,0.74,27.0287,48.51,143.9295,"W"
0.14,-2.895,324.044,-17.4018,0.63,0,2.3,27.0287,48.51,143.9295,"W"
0.14,-1.952,341.381,-31.1294,0.56,3e-04,0.82,27.0287,48.51,143.9295,"W"
0.14,-1.345,336.17,-37.3141,0.39,6e-04,0,27.0287,48.51,143.9295,"W"
0.14,0.073,293.944,-35.8395,0.65,0.0016,0.83,27.0287,48.51,143.9295,"W"
0.14,1.344,272.815,-29.4358,6.22,0.0289,3.52,27.0287,48.51,143.9295,"W"
0.14,-1.177,405.476,-13.4579,1.25,0.0027,1.08,27.0287,48.51,143.9295,"W"
0.14,3.573,379.273,-3.3505,10.28,0.0421,6.12,27.0287,48.51,143.9295,"W"
0.14,4.55,472.852,-15.8347,186.76,0.875,22.03,27.0287,48.51,143.9295,"W"
0.14,6.201,447.97,-15.412,124.91,0.4791,26.05,27.0287,48.51,143.9295,"W"
0.76,8.654,339.326,-29.0493,328.79,1.486,27.48,25.7989,40.13,77.8284,"W"
0.76,9.138,321.288,-34.0658,96.49,0.4466,16.6,25.7989,40.13,77.8284,"W"
1.53,8.894,453.599,-23.099,79.44,0.3981,16.61,27.3199,52.01,99.5925,"W"
0.76,9.399,594.613,-18.299,30.95,0.1393,8.55,25.7989,40.13,77.8284,"W"
0.76,9.474,730.815,-12.8543,35.65,0.159,9.16,25.7989,40.13,77.8284,"W"
0.63,9.985,826.325,-8.922,81.65,0.4119,15.4,24.9107,51.31,82.7802,"W"
0.63,11.544,762.008,-13.9305,61.95,0.2844,16.74,24.9107,51.31,82.7802,"W"
1.16,10.949,716.474,-14.9902,200.18,0.937,37.45,23.694,52.56,67.3065,"N"
1.16,10.044,700.872,-8.8906,145.87,0.6507,31.65,23.694,52.56,67.3065,"N"
0.5,11.061,627.478,-13.5105,250.7,1.0528,45.33,26.966,48.12,62.9162,"N"
0.5,14.71,535.813,-20.2985,941.02,4.5466,77.54,26.966,48.12,62.9162,"N"
0.4,14.584,605.306,-19.793,669.66,3.9879,71.81,26.458,53.75,60.4823,"S"
0.4,13.835,724.323,-0.0252,892.74,6.0177,103.96,26.458,53.75,60.4823,"S"
0.4,12.962,804.804,-8.0209,736.63,4.7567,93.9,26.458,53.75,60.4823,"S"
0.4,13.693,656.168,-10.7588,627.85,4.2367,77.57,26.458,53.75,60.4823,"S"
0.4,13.796,590.718,-7.4912,1038.37,5.5352,143.85,26.458,53.75,60.4823,"S"
0.03,-2.874,252.63,-69.7124,0.54,9e-04,1.52,28.4272,23.71,156.466,"W"
0.03,-2.303,267.087,-75.0657,0.21,5e-04,1.1,28.4272,23.71,156.466,"W"
0.03,-3.868,352.685,-74.0651,0,0,0,28.4272,23.71,156.466,"W"
0.03,-4.311,402.463,-77.0193,0,0,0,28.4272,23.71,156.466,"W"
0.03,-3.785,412.445,-76.7646,0,0,0,28.4272,23.71,156.466,"W"
0.03,-4.2,435.403,-79.9458,0,0,0,28.4272,23.71,156.466,"W"
0.03,-4.738,449.062,-80.8673,0,0,0,28.4272,23.71,156.466,"W"
0.03,-4.052,418.368,-81.2091,0,0,0,28.4272,23.71,156.466,"W"
0.03,-4.045,402.463,-77.4646,0,0,0,28.4272,23.71,156.466,"W"
0.03,-4.869,406.132,-73.5463,0,0,0,28.4272,23.71,156.466,"W"
0.03,-4.84,378.602,-70.3349,0,0,0,28.4272,23.71,156.466,"W"
0.14,-5.404,362.517,-67.1062,0,0,0,27.0287,48.51,143.9295,"W"
0.14,-5.387,332.089,-44.381,0,0,0,27.0287,48.51,143.9295,"W"
0.14,-3.478,267.887,-31.9481,0.03,0,0,27.0287,48.51,143.9295,"W"
0.14,-0.124,197.835,-45.532,0.19,0,0.49,27.0287,48.51,143.9295,"W"
0.14,5.063,93.83,-52.8203,24.3,0.0995,4.9,27.0287,48.51,143.9295,"W"
0.14,6.654,71.738,-52.4274,1.25,0.0081,1.8,27.0287,48.51,143.9295,"W"
0.14,7.019,87.759,-45.8241,0.59,0.002,1.52,27.0287,48.51,143.9295,"W"
0.14,4.414,199.506,-31.2154,4.28,0.0175,3.36,27.0287,48.51,143.9295,"W"
0.14,1.367,352.768,-12.8684,5.89,0.0206,4.34,27.0287,48.51,143.9295,"W"
0.14,1.86,433.601,4.4626,3.34,0.0222,4.58,27.0287,48.51,143.9295,"W"
0.14,1.15,534.434,9.8107,77.32,0.2852,10.6,27.0287,48.51,143.9295,"W"
0.14,1.974,482.764,-0.8398,53.99,0.2829,11.14,27.0287,48.51,143.9295,"W"
0.76,6.837,267.37,-21.9791,59.03,0.2758,12.31,25.7989,40.13,77.8284,"W"
0.76,9.816,162.055,-40.687,25.01,0.1105,9.87,25.7989,40.13,77.8284,"W"
1.53,10.463,214.567,-39.3172,104.77,0.5276,25.5,27.3199,52.01,99.5925,"W"
1.53,9.937,323.687,-31.3981,25.75,0.1249,15.82,27.3199,52.01,99.5925,"W"
0.63,9.174,477.639,-24.1121,41.65,0.1474,14.42,24.9107,51.31,82.7802,"W"
0.63,9.52,619.896,-19.7867,60.43,0.2764,16.96,24.9107,51.31,82.7802,"W"
0.63,11.088,641.41,-18.9577,119.37,0.5059,18.91,24.9107,51.31,82.7802,"W"
1.16,9.499,665.279,-13.1606,214.3,0.7525,31.1,23.694,52.56,67.3065,"N"
1.16,10.414,638.333,-19.0653,696.61,2.8342,77.51,23.694,52.56,67.3065,"N"
1.16,9.349,685.193,-11.7172,185.68,0.822,33.92,23.694,52.56,67.3065,"N"
0.5,14.003,581.221,-22.9456,655.07,2.9908,68.5,26.966,48.12,62.9162,"N"
0.5,14.054,611.806,-21.9447,545.71,2.7853,68.03,26.966,48.12,62.9162,"N"
0.4,13.944,650.045,-18.2961,514.45,3.2391,61.32,26.458,53.75,60.4823,"S"
0.4,13.841,690.551,-18.9005,528.33,3.2598,95.96,26.458,53.75,60.4823,"S"
0.4,12.945,752.777,-6.4742,466.36,2.8759,81.85,26.458,53.75,60.4823,"S"
0.4,12.643,720.652,2.7621,461.35,3.552,84.85,26.458,53.75,60.4823,"S"
0.03,-5.427,360.735,-80.8828,0.31,6e-04,0,28.4272,23.71,156.466,"W"
0.03,-5.506,402.491,-81.5136,0.12,3e-04,1.49,28.4272,23.71,156.466,"W"
0.03,-5.463,443.324,-77.3825,0.02,0,0,28.4272,23.71,156.466,"W"
0.03,-5.032,468.768,-77.2631,0,0,0,28.4272,23.71,156.466,"W"
0.03,-4.123,467.211,-77.0035,0,0,0,28.4272,23.71,156.466,"W"
0.03,-3.658,460.711,-80.437,0,0,0,28.4272,23.71,156.466,"W"
0.03,-4.421,475.53,-83.6087,0,0,0,28.4272,23.71,156.466,"W"
0.03,-5.123,480.769,-86.0877,0,0,0,28.4272,23.71,156.466,"W"
0.03,-5.46,471.64,-83.255,0,0,0,28.4272,23.71,156.466,"W"
0.03,-5.359,444.505,-79.7785,0,0,0,28.4272,23.71,156.466,"W"
0.59,-4.759,394.087,-76.871,0,0,0,27.1993,44.47,86.1034,"W"
0.59,-3.951,329.899,-73.9293,0,0,0,27.1993,44.47,86.1034,"W"
0.14,-3.133,268.062,-57.9534,0.07,0,0,27.0287,48.51,143.9295,"W"
0.14,1.745,108.524,-48.4894,0.2,2e-04,0.71,27.0287,48.51,143.9295,"W"
0.14,5.187,26.474,-52.9041,0.17,0.0014,1.13,27.0287,48.51,143.9295,"W"
0.14,6.086,25.318,-52.6583,0,0,2.8,27.0287,48.51,143.9295,"W"
0.14,3.782,111.668,-48.9935,0.69,0.0067,3.83,27.0287,48.51,143.9295,"W"
0.14,1.432,243.002,-41.9059,2.25,0.015,2.94,27.0287,48.51,143.9295,"W"
0.14,-1.204,374.144,-25.9329,6.38,0.016,2.55,27.0287,48.51,143.9295,"W"
0.14,-2.67,470.131,0.7794,1.84,0.0066,0.57,27.0287,48.51,143.9295,"W"
0.14,-2.014,540.698,4.0661,4.95,0.0164,2.87,27.0287,48.51,143.9295,"W"
0.76,1.065,483.74,-11.2652,12.32,0.0863,5.3,25.7989,40.13,77.8284,"W"
0.76,7.334,247.523,-34.1387,124.7,0.6236,20,25.7989,40.13,77.8284,"W"
0.76,10.511,114.914,-41.8786,15.45,0.0553,3.6,25.7989,40.13,77.8284,"W"
0.79,10.695,108.889,-44.7686,0.73,1e-04,0.48,22.2821,58.71,95.1002,"W"
0.79,10.34,160.665,-43.3036,114.75,0.6847,25.52,22.2821,58.71,95.1002,"W"
0.79,10.203,199.15,-41.339,175.36,0.7033,37.72,22.2821,58.71,95.1002,"W"
0.79,9.093,303.542,-31.8865,6.63,0.0211,6.32,22.2821,58.71,95.1002,"W"
0.79,9.537,444.547,-24.9544,29.12,0.1017,12.88,22.2821,58.71,95.1002,"W"
0.63,9.96,590.206,-21.7212,93.07,0.4099,20.25,24.9107,51.31,82.7802,"W"
1.16,8.737,609.078,-15.1896,81.83,0.3693,17.19,23.694,52.56,67.3065,"N"
1.16,8.439,618.17,-16.6401,151.24,0.625,29.06,23.694,52.56,67.3065,"N"
0.5,9.645,641.295,-5.7326,155.68,0.6573,31.86,26.966,48.12,62.9162,"N"
0.5,13.252,593.84,-22.7884,1041.38,4.6255,94.09,26.966,48.12,62.9162,"N"
0.5,13.486,592.697,-19.1148,628.48,2.9532,70.47,26.966,48.12,62.9162,"N"
0.5,13.448,574.083,-17.4575,471.38,2.3444,60.41,26.966,48.12,62.9162,"N"
0.59,-6.393,443.718,-76.0635,0.11,0,0,27.1993,44.47,86.1034,"W"
0.59,-4.842,441.423,-75.6946,0.21,1e-04,1.9,27.1993,44.47,86.1034,"W"
0.59,-7.092,551.504,-73.8758,0,0,0,27.1993,44.47,86.1034,"W"
0.59,-5.461,541.208,-74.0416,0.52,2e-04,0,27.1993,44.47,86.1034,"W"
0.59,-4.702,542.774,-76.9252,0.04,0,0,27.1993,44.47,86.1034,"W"
0.59,-4.715,542.433,-80.0052,0.01,0,0,27.1993,44.47,86.1034,"W"
0.59,-4.479,517.122,-87.0192,0,0,0,27.1993,44.47,86.1034,"W"
0.59,-5.352,522.751,-89.1129,0,0,0,27.1993,44.47,86.1034,"W"
0.59,-4.986,494.604,-83.9624,0,0,0,27.1993,44.47,86.1034,"W"
0.59,-4.492,460.576,-80.0489,0,0,0,27.1993,44.47,86.1034,"W"
0.59,-2.706,375.973,-74.9142,0,0,0,27.1993,44.47,86.1034,"W"
0.59,-1.258,287.53,-65.689,0.02,1e-04,0,27.1993,44.47,86.1034,"W"
0.14,-0.062,204.343,-62.1442,0.87,0.0011,0.55,27.0287,48.51,143.9295,"W"
0.14,4.29,53.903,-62.7958,1.81,0,2.67,27.0287,48.51,143.9295,"W"
0.14,4.817,32.498,-57.7417,0.04,0,1.95,27.0287,48.51,143.9295,"W"
0.14,3.964,75.539,-54.3206,0.25,2e-04,2.38,27.0287,48.51,143.9295,"W"
