"H1N1",temp,prec,humi,popd,gdpd,rdds,sensepop,urbanpop,medicost,Georegion
0.59,12.3,53.88,-98.194,0.36,0.0036,0.91,27.2,44.47,86.1034,"W"
0.59,12.99,49.06,-90.021,0.79,0.0024,1.61,27.2,44.47,86.1034,"W"
0.59,13.15,30.5,-95.028,0.16,0.0016,1.25,27.2,44.47,86.1034,"W"
0.59,12.89,16.66,-106.1,0,0,0.19,27.2,44.47,86.1034,"W"
0.59,11.84,22.22,-101.845,0.03,3e-04,0,27.2,44.47,86.1034,"W"
0.76,10.28,57.47,-76.001,6.57,0.0395,3.06,25.8,40.13,77.8284,"W"
0.76,8.1,102.76,-55.891,6.42,0.036,4.57,25.8,40.13,77.8284,"W"
0.76,7.85,94.09,-53.002,1.61,0.0072,1.61,25.8,40.13,77.8284,"W"
0.79,9.53,68.36,-55.676,0.52,9e-04,2.29,22.28,58.71,95.1002,"W"
0.79,10.89,44.27,-57.108,0.45,0.0032,1.84,22.28,58.71,95.1002,"W"
0.79,10.06,58.61,-56.502,0.63,6e-04,2.73,22.28,58.71,95.1002,"W"
0.79,7.56,126.34,-46.75,3.46,0.0048,2.29,22.28,58.71,95.1002,"W"
0.79,7,183.22,-40.069,10.11,0.0368,4.77,22.28,58.71,95.1002,"W"
0.79,5.87,247.92,-31.611,8.35,0.0463,5.95,22.28,58.71,95.1002,"W"
0.79,5.11,308.59,-26.691,15.63,0.0611,6.58,22.28,58.71,95.1002,"W"
0.79,4.6,382.67,-22.518,39.84,0.1789,15.24,22.28,58.71,95.1002,"W"
0.5,3.53,465.03,-14.083,35.87,0.1507,17.52,26.97,48.12,62.9162,"N"
0.5,5.13,492.43,-12.379,63.77,0.2635,15.85,26.97,48.12,62.9162,"N"
0.79,6.87,492.75,-17.953,135.45,0.8501,25.33,22.28,58.71,95.1002,"W"
0.2,8.71,533.9,-12.823,264.99,1.6483,40.07,20.63,66.45,63.3435,"N"
0.2,8.93,714.31,7.291,691.09,4.3998,78.27,20.63,66.45,63.3435,"N"
0.2,6.78,970.73,46.987,134.55,0.81,28.9,20.63,66.45,63.3435,"N"
0.59,-1.1,330.79,-52.324,2.84,0.0103,3.13,27.2,44.47,86.1034,"W"
0.59,7.11,216.66,-54.545,17.59,0.1138,6.08,27.2,44.47,86.1034,"W"
0.59,13.47,143.96,-56.503,64.83,0.2186,9.35,27.2,44.47,86.1034,"W"
0.59,13.37,152.69,-83.06,0,0,0,27.2,44.47,86.1034,"W"
0.59,12.77,118.65,-90.203,0.84,0.0031,0.7,27.2,44.47,86.1034,"W"
0.59,12.09,74.56,-86.176,0,0,0,27.2,44.47,86.1034,"W"
0.59,12.43,54.75,-102.69,0,0,0.84,27.2,44.47,86.1034,"W"
0.59,12.96,52.12,-96.01,0.03,2e-04,0.03,27.2,44.47,86.1034,"W"
0.59,12.15,54.28,-71.678,1.28,0.0056,1.87,27.2,44.47,86.1034,"W"
0.59,10.45,82.8,-82.457,0.83,0.0017,0.08,27.2,44.47,86.1034,"W"
0.59,11.41,67.36,-102.492,0.28,6e-04,0.24,27.2,44.47,86.1034,"W"
0.59,11.68,46.07,-103.405,0,0,0.93,27.2,44.47,86.1034,"W"
0.59,10.69,37.92,-81.211,0.64,0.001,1.41,27.2,44.47,86.1034,"W"
0.59,7.16,83.85,-57.291,0.33,0.0023,1.7,27.2,44.47,86.1034,"W"
0.76,7.6,67.91,-52.08,0.18,7e-04,1.83,25.8,40.13,77.8284,"W"
0.79,6.15,165.29,-41.747,5.99,0.0284,5.23,22.28,58.71,95.1002,"W"
0.79,4.66,241.51,-36.073,1.58,0.0062,2.97,22.28,58.71,95.1002,"W"
0.79,2.75,355.65,-23.558,2.9,0.0116,4.48,22.28,58.71,95.1002,"W"
0.79,2.48,421.37,-14.192,18.81,0.0801,9.67,22.28,58.71,95.1002,"W"
0.79,6.74,374.87,-22.525,71.94,0.25,16.5,22.28,58.71,95.1002,"W"
0.79,7.26,429.08,-20.651,58.45,0.2744,17.08,22.28,58.71,95.1002,"W"
0.2,7.76,599.83,-6.952,180.81,1.0439,43.04,20.63,66.45,63.3435,"N"
0.2,5.87,864.03,16.658,210.3,1.1827,39.81,20.63,66.45,63.3435,"N"
0.48,4.17,1068.15,38.059,145.72,0.6089,28.8,21.41,54.2,79.9357,"N"
0.59,9.07,198.44,-53.28,93.01,0.3881,15.19,27.2,44.47,86.1034,"W"
0.59,13.09,150,-54.842,57.47,0.1936,13.72,27.2,44.47,86.1034,"W"
0.59,12.81,178,-62.272,15.62,0.0595,6.17,27.2,44.47,86.1034,"W"
0.59,12.75,147.6,-72.007,21.11,0.0825,7.37,27.2,44.47,86.1034,"W"
0.59,12.27,88.66,-57.099,12.45,0.0567,4.47,27.2,44.47,86.1034,"W"
0.59,12.91,72.91,-61.69,27.85,0.1123,6.84,27.2,44.47,86.1034,"W"
0.59,11.93,88.41,-57.355,8.71,0.0332,4.55,27.2,44.47,86.1034,"W"
0.59,8.99,140.62,-52.653,50.64,0.1884,16.05,27.2,44.47,86.1034,"W"
0.59,9.39,145.92,-58.237,4.98,0.0294,3.88,27.2,44.47,86.1034,"W"
0.59,13.06,78.47,-72.034,22.48,0.0698,6.61,27.2,44.47,86.1034,"W"
0.59,12.54,78.5,-67.583,3.31,0.0129,1.91,27.2,44.47,86.1034,"W"
0.59,6.02,187.54,-57.3,22.43,0.0862,12.23,27.2,44.47,86.1034,"W"
0.59,9.19,86.6,-57.737,1.56,0.0068,2.14,27.2,44.47,86.1034,"W"
0.79,4.01,192.65,-41.963,0.34,0.0014,3.72,22.28,58.71,95.1002,"W"
0.79,2.42,230.21,-36.318,0.93,0.0031,4.35,22.28,58.71,95.1002,"W"
0.79,2.39,287.05,-29.893,12.06,0.0644,5.44,22.28,58.71,95.1002,"W"
0.79,1.86,384.19,-18.819,8.75,0.0311,5.55,22.28,58.71,95.1002,"W"
0.79,4.61,434.56,-21.143,27.95,0.1167,9.35,22.28,58.71,95.1002,"W"
0.79,7.03,380.92,-24.954,47.9,0.3178,12.97,22.28,58.71,95.1002,"W"
0.79,6.34,474.36,-16.345,103.87,0.401,18.81,22.28,58.71,95.1002,"W"
0.48,5.51,742.83,2.783,383.53,1.857,47.78,21.41,54.2,79.9357,"N"
0.48,4.38,962.6,19.423,174.62,0.7371,25.45,21.41,54.2,79.9357,"N"
0.48,3.7,809.97,14.116,42.88,0.2321,11.99,21.41,54.2,79.9357,"N"
0.48,3.74,737.42,1.642,95.46,0.4005,17.09,21.41,54.2,79.9357,"N"
0.59,-0.34,343.64,-44.58,5.72,0.0216,0.98,27.2,44.47,86.1034,"W"
0.59,5.22,241.11,-39.949,22.13,0.0853,7.22,27.2,44.47,86.1034,"W"
0.59,5.37,297.92,-46.146,4.24,0.0126,2.06,27.2,44.47,86.1034,"W"
0.59,4.35,407.87,-42.498,5.22,0.017,1.68,27.2,44.47,86.1034,"W"
0.59,6.84,337.44,-52.094,49.99,0.1729,10.35,27.2,44.47,86.1034,"W"
0.59,4.02,384.75,-43.769,13.38,0.0526,5.26,27.2,44.47,86.1034,"W"
0.59,2.86,390.38,-38.996,16.7,0.0529,4.65,27.2,44.47,86.1034,"W"
0.59,-1.96,418.57,-30.584,1.63,0.0057,1.71,27.2,44.47,86.1034,"W"
0.59,-1.71,516.66,-13.135,3.11,0.0095,2.3,27.2,44.47,86.1034,"W"
0.59,5.28,376.98,-20.736,192.18,0.7427,27.41,27.2,44.47,86.1034,"W"
0.59,5.54,343.85,-28.729,19.48,0.0624,10.4,27.2,44.47,86.1034,"W"
0.59,7.07,229.69,-39.185,1.33,0.0042,1.65,27.2,44.47,86.1034,"W"
0.59,7.78,157.61,-70.056,0.7,9e-04,1.29,27.2,44.47,86.1034,"W"
0.79,0.9,415.54,-21.327,2.87,0.0159,2.49,22.28,58.71,95.1002,"W"
0.79,1.43,505.16,-14.881,9.03,0.0391,3.57,22.28,58.71,95.1002,"W"
0.79,5.44,464.75,-18.971,42.07,0.2339,11.12,22.28,58.71,95.1002,"W"
0.48,5.38,469.98,-19.087,95.46,0.4176,20.89,21.41,54.2,79.9357,"N"
0.48,4.95,620.34,-10.438,213.33,0.942,28.77,21.41,54.2,79.9357,"N"
0.04,3.97,803.21,11.394,156.68,0.6505,21.14,20.92,57.4,60.1877,"N"
0.04,2.68,778.21,3.614,97.53,0.3711,11.78,20.92,57.4,60.1877,"N"
0.04,2.56,707.58,-2.621,37.33,0.1479,7.92,20.92,57.4,60.1877,"N"
0.59,3.75,456.64,-14.948,17.76,0.0774,6.19,27.2,44.47,86.1034,"W"
0.59,6.41,413.49,-20.738,48.72,0.1917,11.85,27.2,44.47,86.1034,"W"
0.59,1.09,512.66,-28.384,16.26,0.0722,6.14,27.2,44.47,86.1034,"W"
0.59,6.63,297.15,-41.113,70.14,0.2603,25.61,27.2,44.47,86.1034,"W"
0.59,8.21,224.79,-39.328,23.28,0.066,11.78,27.2,44.47,86.1034,"W"
0.59,7.22,215.93,-30.465,0.71,0.0018,1.29,27.2,44.47,86.1034,"W"
0.79,-1.24,669.16,4.074,4.42,0.0161,4.08,22.28,58.71,95.1002,"W"
0.79,3.42,672.01,-8.693,34.71,0.1108,9.58,22.28,58.71,95.1002,"W"
0.04,4.42,616.11,-16.445,83.78,0.3153,12.5,20.92,57.4,60.1877,"N"
0.04,4.03,646.24,-12.406,233.32,0.9075,26.15,20.92,57.4,60.1877,"N"
0.04,2.95,749.67,4.417,380.94,1.2912,27.83,20.92,57.4,60.1877,"N"
0.04,2.8,750.45,2.687,64.87,0.2589,11.39,20.92,57.4,60.1877,"N"
0.04,3.97,706.38,-3.526,143.13,0.5613,17.91,20.92,57.4,60.1877,"N"
0.04,2.95,766.48,0.378,33.5,0.1435,11.36,20.92,57.4,60.1877,"N"
0.59,5.23,437.08,-35.727,52.16,0.1471,11.9,27.2,44.47,86.1034,"W"
0.59,7.79,324.4,-43.207,8.58,0.0335,4.86,27.2,44.47,86.1034,"W"
0.59,8.82,213.45,-45.47,23.92,0.0713,8.23,27.2,44.47,86.1034,"W"
0.59,7.62,140.92,-45.253,1.55,0.0044,1.39,27.2,44.47,86.1034,"W"
0.59,5.87,172.92,-42.357,2.17,0.0068,2.69,27.2,44.47,86.1034,"W"
0.59,1.92,291.09,-37.73,6.22,0.0237,5.58,27.2,44.47,86.1034,"W"
0.79,0.82,446.42,-29.332,1.63,0.0059,2.54,22.28,58.71,95.1002,"W"
0.79,0.05,509.77,-24.799,1.82,0.0058,3.35,22.28,58.71,95.1002,"W"
0.79,-1.98,702.4,-5.972,2.94,0.0083,2.61,22.28,58.71,95.1002,"W"
0.79,1.51,749.03,-2.36,24.81,0.0994,7.54,22.28,58.71,95.1002,"W"
0.04,3.26,668.06,-8.048,128.37,0.4825,16.73,20.92,57.4,60.1877,"N"
0.04,2.12,691.29,-4.903,141.96,0.5184,14.13,20.92,57.4,60.1877,"N"
0.04,1.48,754.73,7.622,75.53,0.2617,10.05,20.92,57.4,60.1877,"N"
0.04,2.58,746.75,5.56,127.83,0.4449,11.73,20.92,57.4,60.1877,"N"
0.04,4.05,726.73,-0.154,86.07,0.302,13.14,20.92,57.4,60.1877,"N"
0.04,2.54,763.14,2.251,24.87,0.0773,9.57,20.92,57.4,60.1877,"N"
0.59,7.39,386.17,-29.373,25.79,0.1319,11.18,27.2,44.47,86.1034,"W"
0.59,5.36,362.88,-34.128,13.97,0.0293,9.26,27.2,44.47,86.1034,"W"
0.59,4.94,263.5,-41.655,7,0.0231,4.98,27.2,44.47,86.1034,"W"
0.59,4.1,282.52,-42.678,13.65,0.0414,7.4,27.2,44.47,86.1034,"W"
0.79,-0.38,502.53,-20.194,20.33,0.0823,6.25,22.28,58.71,95.1002,"W"
0.79,-2.34,690.01,-9.376,30.59,0.1421,5.41,22.28,58.71,95.1002,"W"
0.79,-1.15,764.9,3.516,3.76,0.0024,1.42,22.28,58.71,95.1002,"W"
0.79,1.03,705.99,0.576,43.66,0.1534,7.45,22.28,58.71,95.1002,"W"
0.04,0.75,714.51,1.315,37.5,0.1104,5.94,20.92,57.4,60.1877,"N"
0.04,-0.52,716.2,9.617,6,0.0217,1.1,20.92,57.4,60.1877,"N"
0.04,0.45,728.83,13.601,15.23,0.0552,4.32,20.92,57.4,60.1877,"N"
0.04,0.02,783.67,4.472,17.86,0.0598,7.48,20.92,57.4,60.1877,"N"
0.59,0.45,537.81,-41.451,1.6,0.0099,2.08,27.2,44.47,86.1034,"W"
0.79,-3.44,706.55,0.147,5.59,0.0254,3,22.28,58.71,95.1002,"W"
0.79,-2.82,805.45,7.597,4.59,0.0138,2.25,22.28,58.71,95.1002,"W"
0.79,-0.35,757.54,5.852,11.84,0.0445,2.75,22.28,58.71,95.1002,"W"
0.04,-0.71,715.97,2.617,13.9,0.0941,4.82,20.92,57.4,60.1877,"N"
0.79,-4.85,645.14,3.471,1.15,0.005,2.25,22.28,58.71,95.1002,"W"
0.04,-4.07,750.01,7.145,4.4,0.014,0.45,20.92,57.4,60.1877,"N"
0.04,-2,678.64,5.753,6.41,0.0219,1.93,20.92,57.4,60.1877,"N"
0.04,-2.85,579.53,2.581,4.99,0.0178,4.45,20.92,57.4,60.1877,"N"
